     0.000  -412.480717294  -412.285108071  -412.247133019  -412.247133019  -412.195778163
     0.500  -412.472052079  -412.273590729  -412.239607663  -412.239607663  -412.195503840
     1.000  -412.475504234  -412.275022655  -412.244797159  -412.244797159  -412.195860038
     1.500  -412.485993193  -412.284399389  -412.257532221  -412.257532221  -412.196385774
     2.000  -412.495370990  -412.293687345  -412.269659660  -412.269659660  -412.196586865
     2.500  -412.499604481  -412.298986511  -412.277209541  -412.277209541  -412.196502764
     3.000  -412.498986415  -412.300711918  -412.280556330  -412.280556330  -412.196374348
     3.500  -412.494971417  -412.300404418  -412.281201378  -412.281201378  -412.196344456
     4.000  -412.488024140  -412.298558784  -412.279595119  -412.279595119  -412.196417732
     4.500  -412.477529315  -412.294507110  -412.275029315  -412.275029315  -412.196471174
     5.000  -412.463582043  -412.288182174  -412.267433735  -412.267433735  -412.196312186
     5.500  -412.449496410  -412.282615018  -412.259917386  -412.259917386  -412.195927103
     6.000  -412.441408861  -412.283572922  -412.258440864  -412.258440864  -412.195703743
     6.500  -412.442680919  -412.294052861  -412.266307526  -412.266307526  -412.195943852
     7.000  -412.449904348  -412.310355737  -412.280186954  -412.280186954  -412.196350422
     7.500  -412.456810577  -412.326004385  -412.293927946  -412.293927946  -412.196578691
     8.000  -412.459370573  -412.336817468  -412.303526667  -412.303526667  -412.196641343
     8.500  -412.456213542  -412.341315123  -412.307496345  -412.307496345  -412.196681654
     9.000  -412.446767874  -412.338844722  -412.305046157  -412.305046157  -412.196767355
     9.500  -412.430383074  -412.328692168  -412.295257807  -412.295257807  -412.196770054
    10.000  -412.408189551  -412.311923793  -412.278979761  -412.278979761  -412.196436693
    10.500  -412.386199423  -412.294475327  -412.261951427  -412.261951427  -412.195851866
    11.000  -412.373348372  -412.285199960  -412.252873873  -412.252873873  -412.195625378
    11.500  -412.373083107  -412.287484748  -412.255034062  -412.255034062  -412.195969614
    12.000  -412.380534844  -412.296444211  -412.263496438  -412.263496438  -412.196339793
    12.500  -412.389684603  -412.306085537  -412.272262853  -412.272262853  -412.196403351
    13.000  -412.398520562  -412.314460275  -412.279415011  -412.279415011  -412.196296228
    13.500  -412.407721810  -412.322353506  -412.285790118  -412.285790118  -412.196220874
    14.000  -412.417806815  -412.330432971  -412.292118152  -412.292118152  -412.196265726
    14.500  -412.427720455  -412.337823689  -412.297592960  -412.297592960  -412.196423198
    15.000  -412.434905125  -412.342151206  -412.299930377  -412.299930377  -412.196616745
    15.500  -412.436530192  -412.340740226  -412.296579602  -412.296579602  -412.196694707
    16.000  -412.431795131  -412.332880542  -412.287007308  -412.287007308  -412.196479434
    16.500  -412.424358034  -412.322251493  -412.275094837  -412.275094837  -412.195976486
    17.000  -412.421786979  -412.316423685  -412.268565752  -412.268565752  -412.195587864
    17.500  -412.429637977  -412.321043138  -412.273080637  -412.273080637  -412.195745592
    18.000  -412.445464978  -412.333877934  -412.286319986  -412.286319986  -412.196305927
    18.500  -412.460697853  -412.346661191  -412.299880132  -412.299880132  -412.196804006
    19.000  -412.467240629  -412.351569735  -412.305832482  -412.305832482  -412.197033773
    19.500  -412.461131564  -412.344813232  -412.300305841  -412.300305841  -412.197004191
    20.000  -412.442999561  -412.327065679  -412.283902857  -412.283902857  -412.196686159
    20.500  -412.418427276  -412.303849834  -412.262059859  -412.262059859  -412.196072547
    21.000  -412.397260599  -412.284883982  -412.244390451  -412.244390451  -412.195530455
    21.500  -412.387805792  -412.278325191  -412.238933611  -412.238933611  -412.195571047
    22.000  -412.389866860  -412.283838877  -412.245241507  -412.245241507  -412.196026139
    22.500  -412.396879415  -412.294748408  -412.256537615  -412.256537615  -412.196351984
    23.000  -412.403412212  -412.305535138  -412.267229529  -412.267229529  -412.196411964
    23.500  -412.407739275  -412.314409117  -412.275497264  -412.275497264  -412.196368285
    24.000  -412.409944668  -412.321412696  -412.281403548  -412.281403548  -412.196342099
    24.500  -412.410173742  -412.326660829  -412.285133711  -412.285133711  -412.196336378
    25.000  -412.408519994  -412.330206256  -412.286843283  -412.286843283  -412.196296637
    25.500  -412.405733070  -412.332723447  -412.287323185  -412.287323185  -412.196212163
    26.000  -412.403283315  -412.335559332  -412.288028612  -412.288028612  -412.196176388
    26.500  -412.402004968  -412.339378124  -412.289712846  -412.289712846  -412.196282616
    27.000  -412.400869842  -412.342947839  -412.291218522  -412.291218522  -412.196424839
    27.500  -412.398444223  -412.344616755  -412.290977992  -412.290977992  -412.196375433
    28.000  -412.395773316  -412.345227323  -412.289954208  -412.289954208  -412.196164259
    28.500  -412.395754732  -412.347529711  -412.291050884  -412.291050884  -412.196136110
    29.000  -412.398585624  -412.351662767  -412.294545972  -412.294545972  -412.196429067
    29.500  -412.400040892  -412.353427749  -412.296308130  -412.296308130  -412.196763355
    30.000  -412.395394730  -412.348166285  -412.291652994  -412.291652994  -412.196820912
    30.500  -412.384220829  -412.335510191  -412.280113566  -412.280113566  -412.196455202
    31.000  -412.372454068  -412.321413830  -412.267511701  -412.267511701  -412.195838115
    31.500  -412.369257889  -412.315027034  -412.262861815  -412.262861815  -412.195573760
    32.000  -412.378403315  -412.320106574  -412.269798704  -412.269798704  -412.195966730
    32.500  -412.394189029  -412.330964128  -412.282535522  -412.282535522  -412.196512872
    33.000  -412.408069691  -412.339101882  -412.292503481  -412.292503481  -412.196750170
    33.500  -412.415512984  -412.340066762  -412.295217342  -412.295217342  -412.196686665
    34.000  -412.416593646  -412.334036361  -412.290883451  -412.290883451  -412.196466202
    34.500  -412.414058605  -412.323870832  -412.282467660  -412.282467660  -412.196188462
    35.000  -412.411665158  -412.313442529  -412.274015526  -412.274015526  -412.195954069
    35.500  -412.412520249  -412.305973154  -412.268963264  -412.268963264  -412.195873154
    36.000  -412.417477142  -412.302459991  -412.268493316  -412.268493316  -412.195963370
    36.500  -412.424912742  -412.301498592  -412.271260282  -412.271260282  -412.196131336
    37.000  -412.432123969  -412.300719392  -412.274723910  -412.274723910  -412.196287132
    37.500  -412.436766167  -412.298183435  -412.276549481  -412.276549481  -412.196403938
    38.000  -412.437421447  -412.292849524  -412.275187980  -412.275187980  -412.196455740
    38.500  -412.434075568  -412.284983522  -412.270398552  -412.270398552  -412.196357747
    39.000  -412.429116198  -412.277087778  -412.264366883  -412.264366883  -412.196076797
    39.500  -412.427153535  -412.273626516  -412.261727068  -412.261727068  -412.195867580
    40.000  -412.431152605  -412.277241263  -412.265714481  -412.265714481  -412.196075833
    40.500  -412.438228545  -412.284875107  -412.273702286  -412.273702286  -412.196512476
    41.000  -412.442569660  -412.290880448  -412.279888613  -412.279888613  -412.196634224
    41.500  -412.442778873  -412.294244342  -412.282589179  -412.282589179  -412.196341449
    42.000  -412.442854682  -412.299196901  -412.285504986  -412.285504986  -412.196139193
    42.500  -412.445189439  -412.307961036  -412.291012914  -412.291012914  -412.196328431
    43.000  -412.446730055  -412.317076027  -412.296208202  -412.296208202  -412.196552425
    43.500  -412.443655463  -412.322238758  -412.297399176  -412.297399176  -412.196519447
    44.000  -412.435660275  -412.322682788  -412.294311152  -412.294311152  -412.196346884
    44.500  -412.424859463  -412.320216653  -412.288939715  -412.288939715  -412.196220758
    45.000  -412.413193551  -412.316625072  -412.282986204  -412.282986204  -412.196176964
    45.500  -412.401641357  -412.312776690  -412.277145885  -412.277145885  -412.196152519
    46.000  -412.390904887  -412.309253391  -412.271850640  -412.271850640  -412.196102419
    46.500  -412.381999121  -412.306938767  -412.267889211  -412.267889211  -412.196037563
    47.000  -412.376094314  -412.306878617  -412.266269963  -412.266269963  -412.195998687
    47.500  -412.373925549  -412.309706075  -412.267637668  -412.267637668  -412.196025999
    48.000  -412.375218297  -412.315075449  -412.271694084  -412.271694084  -412.196139983
    48.500  -412.378445860  -412.321417638  -412.276942134  -412.276942134  -412.196318417
    49.000  -412.381292608  -412.326395815  -412.281124566  -412.281124566  -412.196467062
    49.500  -412.382130654  -412.328374081  -412.282671587  -412.282671587  -412.196462283
    50.000  -412.381638611  -412.328035170  -412.282298249  -412.282298249  -412.196350004
    50.500  -412.381881219  -412.327473651  -412.282077759  -412.282077759  -412.196386225
    51.000  -412.382941986  -412.326842638  -412.282082808  -412.282082808  -412.196523807
    51.500  -412.383611147  -412.325032912  -412.281088084  -412.281088084  -412.196377650
