     0.000  -412.513475855  -412.349426473  -412.285841959  -412.285841959  -412.256640153
     0.500  -412.516283990  -412.344281010  -412.287085751  -412.287085751  -412.256581294
     1.000  -412.523367851  -412.344456834  -412.292832792  -412.292832792  -412.256671256
     1.500  -412.533120027  -412.348150257  -412.301707346  -412.301707346  -412.256843597
     2.000  -412.542742916  -412.352647006  -412.311048298  -412.311048298  -412.257029961
     2.500  -412.549258812  -412.355113875  -412.317973248  -412.317973248  -412.257199532
     3.000  -412.550103679  -412.353108723  -412.319994830  -412.319994830  -412.257312459
     3.500  -412.543889321  -412.345314716  -412.315785872  -412.315785872  -412.257260665
     4.000  -412.531958283  -412.333092801  -412.306734046  -412.306734046  -412.256949931
     4.500  -412.519416899  -412.321527626  -412.297953613  -412.297953613  -412.256534896
     5.000  -412.512583983  -412.316903288  -412.295703400  -412.295703400  -412.256407421
     5.500  -412.513513694  -412.321242864  -412.301898230  -412.301898230  -412.256697239
     6.000  -412.518165738  -412.330480891  -412.312313538  -412.312313538  -412.257098823
     6.500  -412.520495336  -412.338540741  -412.320738209  -412.320738209  -412.257315672
     7.000  -412.516841773  -412.341706496  -412.323399105  -412.323399105  -412.257307562
     7.500  -412.506909812  -412.339588561  -412.319938142  -412.319938142  -412.257162651
     8.000  -412.492696736  -412.334043565  -412.312316370  -412.312316370  -412.256955544
     8.500  -412.477346898  -412.328029567  -412.303644790  -412.303644790  -412.256740181
     9.000  -412.464201193  -412.324666547  -412.297215571  -412.297215571  -412.256591044
     9.500  -412.455610506  -412.326066917  -412.295303910  -412.295303910  -412.256574300
    10.000  -412.451967376  -412.332383974  -412.298192738  -412.298192738  -412.256675052
    10.500  -412.451906181  -412.342022429  -412.304369644  -412.304369644  -412.256817233
    11.000  -412.453376942  -412.352718308  -412.311612955  -412.311612955  -412.256953358
    11.500  -412.454387931  -412.362288392  -412.317764172  -412.317764172  -412.257083363
    12.000  -412.453121251  -412.368755590  -412.320883495  -412.320883495  -412.257192540
    12.500  -412.448252105  -412.370678802  -412.319604847  -412.319604847  -412.257197693
    13.000  -412.440137006  -412.368345388  -412.314338692  -412.314338692  -412.257015392
    13.500  -412.431777085  -412.364736190  -412.308205001  -412.308205001  -412.256760027
    14.000  -412.427011997  -412.363706431  -412.305163797  -412.305163797  -412.256696384
    14.500  -412.427023668  -412.366477740  -412.306453734  -412.306453734  -412.256815248
    15.000  -412.430290126  -412.371575964  -412.310543039  -412.310543039  -412.256926906
    15.500  -412.434918070  -412.377156450  -412.315510100  -412.315510100  -412.257034259
    16.000  -412.438923377  -412.381285439  -412.319367179  -412.319367179  -412.257157610
    16.500  -412.440195474  -412.381903648  -412.320036074  -412.320036074  -412.257196509
    17.000  -412.437908488  -412.378237156  -412.316742565  -412.316742565  -412.257087005
    17.500  -412.433453203  -412.371733198  -412.310930437  -412.310930437  -412.256888059
    18.000  -412.429603873  -412.365237328  -412.305415639  -412.305415639  -412.256726997
    18.500  -412.428637289  -412.361122587  -412.302509654  -412.302509654  -412.256692066
    19.000  -412.431025553  -412.359988510  -412.302720898  -412.302720898  -412.256758487
    19.500  -412.435711057  -412.360928601  -412.305043486  -412.305043486  -412.256847595
    20.000  -412.441198334  -412.362609852  -412.308058468  -412.308058468  -412.256924083
    20.500  -412.446136144  -412.363838682  -412.310515691  -412.310515691  -412.257002771
    21.000  -412.449245463  -412.363476018  -412.311250618  -412.311250618  -412.257083625
    21.500  -412.449459285  -412.360573049  -412.309314377  -412.309314377  -412.257094426
    22.000  -412.447026850  -412.355473377  -412.305067427  -412.305067427  -412.256928009
    22.500  -412.444820380  -412.351121718  -412.301476489  -412.301476489  -412.256658153
    23.000  -412.446869146  -412.351601800  -412.302637877  -412.302637877  -412.256635738
    23.500  -412.453521353  -412.357300186  -412.308926920  -412.308926920  -412.256973921
    24.000  -412.460102863  -412.363565741  -412.315655660  -412.315655660  -412.257269542
    24.500  -412.462325073  -412.366117489  -412.318492882  -412.318492882  -412.257230784
    25.000  -412.460427735  -412.365190138  -412.317634668  -412.317634668  -412.257017871
    25.500  -412.457218728  -412.363576547  -412.315861783  -412.315861783  -412.256904497
    26.000  -412.454317046  -412.362870710  -412.314787568  -412.314787568  -412.256917397
    26.500  -412.451595097  -412.362901046  -412.314280556  -412.314280556  -412.256918707
    27.000  -412.448926099  -412.363470574  -412.314184165  -412.314184165  -412.256879606
    27.500  -412.446684931  -412.364859423  -412.314801441  -412.314801441  -412.256869886
    28.000  -412.444920642  -412.367003071  -412.316068030  -412.316068030  -412.256902485
    28.500  -412.443156798  -412.369298097  -412.317366118  -412.317366118  -412.256935577
    29.000  -412.440919452  -412.371129846  -412.318071299  -412.318071299  -412.256956543
    29.500  -412.437928416  -412.372066652  -412.317762372  -412.317762372  -412.256990709
    30.000  -412.433782734  -412.371552561  -412.315923139  -412.315923139  -412.257051488
    30.500  -412.427833373  -412.368790345  -412.311829113  -412.311829113  -412.257087669
    31.000  -412.419991905  -412.363559702  -412.305365833  -412.305365833  -412.256976719
    31.500  -412.412401031  -412.357894887  -412.298699576  -412.298699576  -412.256672338
    32.000  -412.409703346  -412.356356272  -412.296529476  -412.296529476  -412.256446236
    32.500  -412.415039288  -412.362029169  -412.302046630  -412.302046630  -412.256652411
    33.000  -412.425409662  -412.371887710  -412.312254564  -412.312254564  -412.257139143
    33.500  -412.433744936  -412.378867492  -412.320028688  -412.320028688  -412.257476155
    34.000  -412.434994767  -412.377956177  -412.320234682  -412.320234682  -412.257467629
    34.500  -412.429349769  -412.369409503  -412.312990546  -412.312990546  -412.257142083
    35.000  -412.421828016  -412.358325861  -412.303281924  -412.303281924  -412.256703450
    35.500  -412.418990424  -412.351355182  -412.297682022  -412.297682022  -412.256485747
    36.000  -412.424047395  -412.351806935  -412.299456240  -412.299456240  -412.256629117
    36.500  -412.434846164  -412.357647670  -412.306535474  -412.306535474  -412.256922112
    37.000  -412.446727230  -412.364363264  -412.314367850  -412.314367850  -412.257112055
    37.500  -412.456252290  -412.368687089  -412.319645940  -412.319645940  -412.257138305
    38.000  -412.462357647  -412.369743605  -412.321467339  -412.321467339  -412.257079388
    38.500  -412.465394257  -412.368073612  -412.320372187  -412.320372187  -412.257028677
    39.000  -412.465797953  -412.364287014  -412.317004581  -412.317004581  -412.257029176
    39.500  -412.463475739  -412.358434646  -412.311481757  -412.311481757  -412.257046347
    40.000  -412.458350978  -412.350542319  -412.303921236  -412.303921236  -412.256969896
    40.500  -412.451928887  -412.342174305  -412.295983735  -412.295983735  -412.256716386
    41.000  -412.448188550  -412.337331984  -412.291745793  -412.291745793  -412.256449331
    41.500  -412.450992252  -412.339876718  -412.295093444  -412.295093444  -412.256503667
    42.000  -412.459538548  -412.348995922  -412.305178053  -412.305178053  -412.256876043
    42.500  -412.468401892  -412.359244144  -412.316475651  -412.316475651  -412.257232572
    43.000  -412.472121824  -412.365122032  -412.323403199  -412.323403199  -412.257391983
    43.500  -412.468174543  -412.364033860  -412.323302129  -412.323302129  -412.257367322
    44.000  -412.457155635  -412.356465805  -412.316617919  -412.316617919  -412.257182228
    44.500  -412.442392561  -412.345601953  -412.306505307  -412.306505307  -412.256864690
    45.000  -412.429219601  -412.336618968  -412.298100636  -412.298100636  -412.256554940
    45.500  -412.422594093  -412.334325397  -412.296156570  -412.296156570  -412.256496188
    46.000  -412.423558378  -412.339645043  -412.301537649  -412.301537649  -412.256749829
    46.500  -412.428449816  -412.348830109  -412.310454671  -412.310454671  -412.257060580
    47.000  -412.432447496  -412.356988876  -412.318007561  -412.318007561  -412.257200031
    47.500  -412.432992385  -412.361481387  -412.321583180  -412.321583180  -412.257185154
    48.000  -412.429895003  -412.362017689  -412.320949412  -412.320949412  -412.257133543
    48.500  -412.423795585  -412.359126243  -412.316720750  -412.316720750  -412.257098125
