     0.000  -412.518187103  -412.332293363  -412.291144908  -412.291144908  -412.222460205
     0.500  -412.511671204  -412.329802958  -412.283371022  -412.283371022  -412.222099926
     1.000  -412.509847416  -412.332480374  -412.280503273  -412.280503273  -412.221997869
     1.500  -412.514196882  -412.341678178  -412.284125205  -412.284125205  -412.222206736
     2.000  -412.521518857  -412.354190210  -412.291233878  -412.291233878  -412.222449469
     2.500  -412.527622015  -412.365941918  -412.297874462  -412.297874462  -412.222577401
     3.000  -412.529737455  -412.374349198  -412.301565251  -412.301565251  -412.222589372
     3.500  -412.526704018  -412.378200718  -412.301562131  -412.301562131  -412.222524973
     4.000  -412.518657836  -412.377219249  -412.298314175  -412.298314175  -412.222476423
     4.500  -412.506418906  -412.372096705  -412.292512659  -412.292512659  -412.222441526
     5.000  -412.491073812  -412.364069978  -412.284882369  -412.284882369  -412.222386635
     5.500  -412.474144698  -412.354727606  -412.276534405  -412.276534405  -412.222276653
     6.000  -412.457987711  -412.346359468  -412.269403205  -412.269403205  -412.222113460
     6.500  -412.445612510  -412.341822105  -412.266091744  -412.266091744  -412.221987648
     7.000  -412.439284700  -412.343182414  -412.268499585  -412.268499585  -412.222017813
     7.500  -412.438845237  -412.350067363  -412.276163944  -412.276163944  -412.222211894
     8.000  -412.441592188  -412.359562904  -412.286155612  -412.286155612  -412.222468774
     8.500  -412.443737258  -412.367682656  -412.294543788  -412.294543788  -412.222700856
     9.000  -412.441865316  -412.370834791  -412.297853671  -412.297853671  -412.222850903
     9.500  -412.434055323  -412.366939992  -412.294176895  -412.294176895  -412.222809591
    10.000  -412.421577180  -412.357124241  -412.284841318  -412.284841318  -412.222449177
    10.500  -412.410366733  -412.347199919  -412.275841473  -412.275841473  -412.221914157
    11.000  -412.408394270  -412.345062312  -412.275157928  -412.275157928  -412.221728606
    11.500  -412.418345169  -412.353422409  -412.285424874  -412.285424874  -412.222124549
    12.000  -412.434552725  -412.366762985  -412.300901444  -412.300901444  -412.222654477
    12.500  -412.448910580  -412.377223911  -412.313456141  -412.313456141  -412.222890166
    13.000  -412.457080076  -412.380753627  -412.318825790  -412.318825790  -412.222834121
    13.500  -412.459032699  -412.377609834  -412.317155323  -412.317155323  -412.222664051
    14.000  -412.456720022  -412.370007299  -412.310638370  -412.310638370  -412.222500118
    14.500  -412.452262617  -412.360298103  -412.301670444  -412.301670444  -412.222372445
    15.000  -412.447415433  -412.350437632  -412.292277522  -412.292277522  -412.222259457
    15.500  -412.443792115  -412.342209239  -412.284318110  -412.284318110  -412.222138474
    16.000  -412.443113727  -412.337478172  -412.279723098  -412.279723098  -412.222028076
    16.500  -412.446878354  -412.337869372  -412.280168860  -412.280168860  -412.221990521
    17.000  -412.455432361  -412.343848482  -412.286166252  -412.286166252  -412.222076902
    17.500  -412.467258589  -412.354012448  -412.296353194  -412.296353194  -412.222269618
    18.000  -412.479245658  -412.365353856  -412.307755935  -412.307755935  -412.222502972
    18.500  -412.487713835  -412.374268718  -412.316789326  -412.316789326  -412.222711598
    19.000  -412.489552496  -412.377668485  -412.320358854  -412.320358854  -412.222829182
    19.500  -412.483371753  -412.374109720  -412.316989729  -412.316989729  -412.222769514
    20.000  -412.470810933  -412.365094901  -412.308131941  -412.308131941  -412.222466463
    20.500  -412.457241960  -412.355795396  -412.298890155  -412.298890155  -412.222033891
    21.000  -412.449556603  -412.352889056  -412.295879947  -412.295879947  -412.221874432
    21.500  -412.450278718  -412.358735250  -412.301421039  -412.301421039  -412.222219297
    22.000  -412.454552390  -412.368387554  -412.310555601  -412.310555601  -412.222681951
    22.500  -412.455370939  -412.374784138  -412.316225294  -412.316225294  -412.222846216
    23.000  -412.449640581  -412.374749698  -412.315262549  -412.315262549  -412.222731043
    23.500  -412.438510695  -412.369302042  -412.308694188  -412.308694188  -412.222530781
    24.000  -412.424768523  -412.361058093  -412.299154898  -412.299154898  -412.222364548
    24.500  -412.410952415  -412.352375573  -412.289039556  -412.289039556  -412.222256386
